show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,popularity_score
s407,TV Show,Show Title 407,Director 7,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 18, 2013",2011,R,5 Season,Documentary,A generic description of the show content.,95.1
s408,Movie,Show Title 408,Director 8,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 11, 2019",2019,R,136 min,"Thriller, Drama, Sci-Fi",A generic description of the show content.,100.0
s409,TV Show,Show Title 409,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 1, 2015",2015,TV-PG,7 Season,Documentary,A generic description of the show content.,100.0
s410,TV Show,Show Title 410,Director 10,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United Kingdom,"January 11, 2023",2022,PG-13,9 Season,Romance,A generic description of the show content.,100.0
s411,TV Show,Show Title 411,Director 11,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",Japan,"January 4, 2011",2011,TV-MA,9 Season,"Documentary, Thriller, Action",A generic description of the show content.,98.3
s412,Movie,Show Title 412,Director 12,"Actor 0, Actor 1",United States,"January 6, 2009",2008,TV-MA,150 min,"Action, Romance, Drama",A generic description of the show content.,75.7
s413,TV Show,Show Title 413,Director 13,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 4, 2017",2016,TV-MA,2 Season,"Documentary, Comedy",A generic description of the show content.,100.0
s414,Movie,Show Title 414,Director 14,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 25, 2012",2011,R,93 min,"Drama, Romance",A generic description of the show content.,100.0
s415,Movie,Show Title 415,Director 15,"Actor 0, Actor 1",South Korea,"January 18, 1999",1998,TV-PG,143 min,Documentary,A generic description of the show content.,63.5
s416,Movie,Show Title 416,Director 16,"Actor 0, Actor 1, Actor 2",India,"January 13, 2003",2001,TV-PG,168 min,"Comedy, Romance, Sci-Fi",A generic description of the show content.,93.0
s417,Movie,Show Title 417,Director 17,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 11, 2015",2014,R,133 min,"Romance, Comedy, Action",A generic description of the show content.,100.0
s418,TV Show,Show Title 418,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 7, 2022",2022,TV-PG,5 Season,"Documentary, Action, Sci-Fi",A generic description of the show content.,100.0
s419,TV Show,Show Title 419,Director 19,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 25, 1999",1998,TV-PG,3 Season,"Documentary, Romance, Action",A generic description of the show content.,78.7
s420,Movie,Show Title 420,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 26, 2016",2016,TV-PG,166 min,"Sci-Fi, Documentary, Action",A generic description of the show content.,100.0
s421,Movie,Show Title 421,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 25, 1993",1993,TV-14,165 min,Comedy,A generic description of the show content.,89.1
s422,Movie,Show Title 422,Director 22,"Actor 0, Actor 1",United States,"January 12, 1994",1993,PG-13,168 min,"Comedy, Documentary",A generic description of the show content.,61.0
s423,Movie,Show Title 423,Director 23,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 26, 2006",2004,TV-14,175 min,"Documentary, Thriller, Comedy",A generic description of the show content.,100.0
s424,Movie,Show Title 424,Director 24,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 18, 2014",2014,PG-13,129 min,"Sci-Fi, Romance",A generic description of the show content.,100.0
s425,TV Show,Show Title 425,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 24, 2020",2018,TV-MA,4 Season,"Romance, Sci-Fi, Action",A generic description of the show content.,100.0
s426,TV Show,Show Title 426,Director 26,"Actor 0, Actor 1, Actor 2",South Korea,"January 6, 2008",2008,TV-PG,8 Season,Romance,A generic description of the show content.,78.4
s427,Movie,Show Title 427,Director 27,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 1, 2008",2007,R,151 min,"Comedy, Sci-Fi",A generic description of the show content.,99.4
s428,TV Show,Show Title 428,Director 28,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 16, 2001",1999,TV-PG,6 Season,"Drama, Romance, Documentary",A generic description of the show content.,96.1
s429,Movie,Show Title 429,Director 29,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 3, 2012",2010,TV-MA,147 min,Comedy,A generic description of the show content.,87.4
s430,Movie,Show Title 430,Director 30,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 11, 1996",1995,TV-14,124 min,Comedy,A generic description of the show content.,64.7
s431,Movie,Show Title 431,Director 31,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 22, 2024",2023,R,140 min,"Sci-Fi, Romance, Drama",A generic description of the show content.,95.1
s432,Movie,Show Title 432,Director 32,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 9, 2007",2005,TV-14,85 min,"Action, Thriller, Drama",A generic description of the show content.,95.8
s433,Movie,Show Title 433,Director 33,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 21, 2013",2013,TV-14,145 min,"Thriller, Sci-Fi, Drama",A generic description of the show content.,100.0
s434,Movie,Show Title 434,Director 34,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",South Korea,"January 22, 2002",2000,TV-MA,178 min,"Documentary, Drama, Romance",A generic description of the show content.,100.0
s435,TV Show,Show Title 435,Director 35,"Actor 0, Actor 1, Actor 2",India,"January 24, 1998",1996,TV-MA,4 Season,"Sci-Fi, Romance, Thriller",A generic description of the show content.,70.7
s436,Movie,Show Title 436,Director 36,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 26, 1993",1992,TV-PG,91 min,Drama,A generic description of the show content.,87.3
s437,Movie,Show Title 437,Director 37,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",Japan,"January 14, 2007",2006,PG-13,132 min,"Thriller, Romance",A generic description of the show content.,81.2
s438,Movie,Show Title 438,Director 38,"Actor 0, Actor 1",United States,"January 23, 1990",1990,TV-14,162 min,"Documentary, Drama, Sci-Fi",A generic description of the show content.,47.0
s439,TV Show,Show Title 439,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 13, 2010",2009,PG-13,10 Season,Action,A generic description of the show content.,100.0
s440,Movie,Show Title 440,Director 40,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 21, 1998",1998,TV-14,175 min,"Sci-Fi, Documentary",A generic description of the show content.,82.8
s441,Movie,Show Title 441,Director 41,"Actor 0, Actor 1, Actor 2",South Korea,"January 2, 2013",2013,TV-PG,81 min,"Sci-Fi, Documentary, Comedy",A generic description of the show content.,95.2
s442,Movie,Show Title 442,Director 42,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 7, 1996",1995,TV-PG,119 min,Romance,A generic description of the show content.,55.8
s443,Movie,Show Title 443,Director 43,"Actor 0, Actor 1",United States,"January 28, 2008",2006,R,104 min,Comedy,A generic description of the show content.,82.1
s444,Movie,Show Title 444,Director 44,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 11, 1995",1994,TV-MA,112 min,Comedy,A generic description of the show content.,66.0
s445,Movie,Show Title 445,Director 45,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 16, 2009",2008,TV-14,159 min,Comedy,A generic description of the show content.,100.0
s446,Movie,Show Title 446,Director 46,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 1, 2000",1999,TV-MA,152 min,"Action, Sci-Fi, Thriller",A generic description of the show content.,85.2
s447,TV Show,Show Title 447,Director 47,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 16, 2018",2017,R,5 Season,"Comedy, Romance",A generic description of the show content.,100.0
s448,Movie,Show Title 448,Director 48,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 18, 1996",1996,TV-14,102 min,"Documentary, Drama, Action",A generic description of the show content.,71.9
s449,TV Show,Show Title 449,Director 49,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 25, 1996",1994,TV-MA,1 Season,"Romance, Drama, Documentary",A generic description of the show content.,71.4
s450,TV Show,Show Title 450,Director 50,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 13, 2024",2024,TV-PG,9 Season,"Romance, Comedy",A generic description of the show content.,100.0
s451,TV Show,Show Title 451,Director 51,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 1, 2021",2019,TV-MA,9 Season,"Drama, Thriller, Action",A generic description of the show content.,100.0
s452,TV Show,Show Title 452,Director 52,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 6, 2002",2000,TV-PG,9 Season,Thriller,A generic description of the show content.,68.1
s453,Movie,Show Title 453,Director 53,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 8, 2020",2020,TV-14,125 min,Comedy,A generic description of the show content.,100.0
s454,Movie,Show Title 454,Director 54,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 2, 2003",2003,TV-14,146 min,"Thriller, Sci-Fi",A generic description of the show content.,87.2
s455,Movie,Show Title 455,Director 55,"Actor 0, Actor 1, Actor 2, Actor 3",South Korea,"January 13, 2009",2007,R,174 min,"Documentary, Sci-Fi",A generic description of the show content.,80.6
s456,Movie,Show Title 456,Director 56,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 13, 1995",1994,TV-14,146 min,"Thriller, Comedy",A generic description of the show content.,79.9
s457,Movie,Show Title 457,Director 57,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 8, 1990",1990,TV-PG,144 min,Thriller,A generic description of the show content.,52.6
s458,Movie,Show Title 458,Director 58,"Actor 0, Actor 1, Actor 2",United States,"January 22, 2001",2001,R,100 min,"Documentary, Romance",A generic description of the show content.,72.0
s459,TV Show,Show Title 459,Director 59,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 21, 2021",2020,PG-13,8 Season,"Comedy, Documentary",A generic description of the show content.,96.0
s460,Movie,Show Title 460,Director 60,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 2, 2000",2000,TV-14,97 min,"Documentary, Drama, Sci-Fi",A generic description of the show content.,100.0
s461,TV Show,Show Title 461,Director 61,"Actor 0, Actor 1, Actor 2",India,"January 7, 2016",2015,TV-PG,10 Season,"Romance, Drama, Action",A generic description of the show content.,100.0
s462,TV Show,Show Title 462,Director 62,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 20, 2002",2000,TV-PG,4 Season,"Documentary, Comedy",A generic description of the show content.,71.0
s463,Movie,Show Title 463,Director 63,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 13, 2011",2011,PG-13,138 min,"Documentary, Drama, Comedy",A generic description of the show content.,100.0
s464,Movie,Show Title 464,Director 64,"Actor 0, Actor 1, Actor 2",India,"January 6, 2023",2022,TV-PG,167 min,"Sci-Fi, Comedy",A generic description of the show content.,100.0
s465,Movie,Show Title 465,Director 65,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",Japan,"January 22, 2024",2024,TV-PG,144 min,Drama,A generic description of the show content.,100.0
s466,Movie,Show Title 466,Director 66,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 14, 2017",2017,R,146 min,"Action, Drama",A generic description of the show content.,100.0
s467,TV Show,Show Title 467,Director 67,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 25, 1996",1996,PG-13,7 Season,Action,A generic description of the show content.,94.6
s468,Movie,Show Title 468,Director 68,"Actor 0, Actor 1",Japan,"January 19, 2018",2016,PG-13,112 min,Drama,A generic description of the show content.,97.7
s469,Movie,Show Title 469,Director 69,"Actor 0, Actor 1, Actor 2",United States,"January 5, 2004",2003,TV-PG,168 min,"Thriller, Action",A generic description of the show content.,79.7
s470,Movie,Show Title 470,Director 70,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",Japan,"January 25, 2017",2017,R,152 min,"Documentary, Action",A generic description of the show content.,100.0
s471,Movie,Show Title 471,Director 71,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 19, 2002",2001,R,127 min,"Documentary, Thriller, Action",A generic description of the show content.,65.5
s472,TV Show,Show Title 472,Director 72,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 4, 1997",1997,TV-PG,4 Season,"Sci-Fi, Romance",A generic description of the show content.,58.3
s473,Movie,Show Title 473,Director 73,"Actor 0, Actor 1, Actor 2",United States,"January 27, 1993",1993,R,100 min,"Romance, Drama",A generic description of the show content.,84.2
s474,TV Show,Show Title 474,Director 74,"Actor 0, Actor 1, Actor 2",India,"January 20, 1994",1994,R,5 Season,Action,A generic description of the show content.,88.4
s475,TV Show,Show Title 475,Director 75,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 15, 2023",2023,TV-MA,5 Season,"Documentary, Drama, Comedy",A generic description of the show content.,100.0
s476,TV Show,Show Title 476,Director 76,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",South Korea,"January 17, 2025",2023,TV-MA,5 Season,Drama,A generic description of the show content.,100.0
s477,Movie,Show Title 477,Director 77,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 25, 2014",2013,TV-14,110 min,"Drama, Comedy, Sci-Fi",A generic description of the show content.,100.0
s478,Movie,Show Title 478,Director 78,"Actor 0, Actor 1, Actor 2",India,"January 3, 2004",2002,TV-14,146 min,Romance,A generic description of the show content.,100.0
s479,TV Show,Show Title 479,Director 79,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 15, 2013",2012,TV-PG,6 Season,"Comedy, Documentary",A generic description of the show content.,100.0
s480,Movie,Show Title 480,Director 80,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 4, 2024",2022,TV-14,93 min,"Drama, Documentary, Action",A generic description of the show content.,100.0
s481,TV Show,Show Title 481,Director 81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",Japan,"January 25, 2007",2006,R,8 Season,"Documentary, Thriller",A generic description of the show content.,79.4
s482,Movie,Show Title 482,Director 82,"Actor 0, Actor 1, Actor 2",Japan,"January 13, 1993",1991,TV-MA,141 min,Action,A generic description of the show content.,51.4
s483,Movie,Show Title 483,Director 83,"Actor 0, Actor 1",United States,"January 23, 2011",2010,TV-MA,132 min,"Documentary, Sci-Fi",A generic description of the show content.,91.0
s484,Movie,Show Title 484,Director 84,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 7, 2013",2011,TV-14,89 min,"Comedy, Thriller, Action",A generic description of the show content.,97.9
s485,Movie,Show Title 485,Director 85,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 7, 2002",2002,TV-MA,143 min,"Comedy, Sci-Fi, Romance",A generic description of the show content.,70.8
s486,TV Show,Show Title 486,Director 86,"Actor 0, Actor 1, Actor 2",Japan,"January 22, 2014",2012,R,3 Season,Drama,A generic description of the show content.,92.5
s487,Movie,Show Title 487,Director 87,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 16, 2026",2024,TV-14,85 min,"Action, Documentary",A generic description of the show content.,100.0
s488,Movie,Show Title 488,Director 88,"Actor 0, Actor 1, Actor 2, Actor 3",South Korea,"January 2, 2024",2022,R,115 min,"Comedy, Documentary",A generic description of the show content.,100.0
s489,Movie,Show Title 489,Director 89,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 15, 2022",2022,TV-PG,124 min,"Sci-Fi, Romance",A generic description of the show content.,100.0
s490,Movie,Show Title 490,Director 90,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 11, 1991",1990,TV-PG,166 min,Thriller,A generic description of the show content.,60.9
s491,TV Show,Show Title 491,Director 91,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 12, 2006",2006,R,4 Season,"Thriller, Documentary",A generic description of the show content.,100.0
s492,Movie,Show Title 492,Director 92,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 19, 2013",2013,TV-PG,126 min,"Action, Thriller",A generic description of the show content.,100.0
s493,Movie,Show Title 493,Director 93,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 26, 2009",2007,TV-MA,110 min,"Thriller, Sci-Fi, Comedy",A generic description of the show content.,79.9
s494,Movie,Show Title 494,Director 94,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 18, 2018",2016,TV-14,143 min,Sci-Fi,A generic description of the show content.,100.0
s495,TV Show,Show Title 495,Director 95,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 2, 1993",1993,TV-14,7 Season,Romance,A generic description of the show content.,72.9
s496,Movie,Show Title 496,Director 96,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 18, 2020",2018,TV-14,175 min,"Action, Sci-Fi",A generic description of the show content.,100.0
s497,Movie,Show Title 497,Director 97,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 6, 2013",2012,TV-14,166 min,"Comedy, Documentary, Romance",A generic description of the show content.,100.0
s498,Movie,Show Title 498,Director 98,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 21, 2018",2018,TV-MA,90 min,"Documentary, Action",A generic description of the show content.,100.0
s499,Movie,Show Title 499,Director 99,"Actor 0, Actor 1, Actor 2",South Korea,"January 6, 2017",2016,TV-MA,160 min,"Documentary, Thriller, Drama",A generic description of the show content.,91.2
s500,Movie,Show Title 500,Director 0,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 24, 2009",2007,TV-PG,157 min,"Thriller, Action, Sci-Fi",A generic description of the show content.,100.0
s501,TV Show,Show Title 501,Director 1,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 22, 2002",2001,PG-13,1 Season,Romance,A generic description of the show content.,100.0
s502,Movie,Show Title 502,Director 2,"Actor 0, Actor 1",United States,"January 25, 1997",1996,TV-PG,88 min,"Documentary, Drama",A generic description of the show content.,59.0
s503,TV Show,Show Title 503,Director 3,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 10, 2006",2006,TV-MA,10 Season,Drama,A generic description of the show content.,100.0
s504,TV Show,Show Title 504,Director 4,"Actor 0, Actor 1",India,"January 22, 1999",1998,TV-14,3 Season,"Sci-Fi, Comedy, Drama",A generic description of the show content.,69.5
s505,TV Show,Show Title 505,Director 5,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 19, 2026",2024,R,5 Season,"Thriller, Comedy, Documentary",A generic description of the show content.,100.0
s506,Movie,Show Title 506,Director 6,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 16, 2019",2017,TV-MA,147 min,"Romance, Documentary, Action",A generic description of the show content.,100.0
s507,TV Show,Show Title 507,Director 7,"Actor 0, Actor 1",India,"January 1, 2015",2013,TV-MA,7 Season,"Comedy, Action",A generic description of the show content.,89.9
s508,Movie,Show Title 508,Director 8,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 1, 1991",1990,TV-14,168 min,"Sci-Fi, Thriller",A generic description of the show content.,67.5
s509,Movie,Show Title 509,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 8, 2013",2013,R,104 min,"Documentary, Thriller",A generic description of the show content.,97.2
s510,TV Show,Show Title 510,Director 10,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 10, 1997",1995,TV-PG,7 Season,"Comedy, Documentary, Romance",A generic description of the show content.,77.2
s511,TV Show,Show Title 511,Director 11,"Actor 0, Actor 1, Actor 2",India,"January 21, 1995",1994,TV-PG,3 Season,Action,A generic description of the show content.,71.5
s512,Movie,Show Title 512,Director 12,"Actor 0, Actor 1",United Kingdom,"January 18, 2021",2021,TV-MA,104 min,"Drama, Comedy",A generic description of the show content.,100.0
s513,TV Show,Show Title 513,Director 13,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 1, 1999",1998,TV-MA,8 Season,"Drama, Comedy, Sci-Fi",A generic description of the show content.,70.9
s514,Movie,Show Title 514,Director 14,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 3, 2021",2021,PG-13,127 min,"Romance, Drama",A generic description of the show content.,100.0
s515,Movie,Show Title 515,Director 15,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 27, 2025",2024,PG-13,140 min,Comedy,A generic description of the show content.,100.0
s516,Movie,Show Title 516,Director 16,"Actor 0, Actor 1",United Kingdom,"January 7, 2006",2005,PG-13,129 min,"Comedy, Romance",A generic description of the show content.,86.5
s517,Movie,Show Title 517,Director 17,"Actor 0, Actor 1",South Korea,"January 24, 2022",2020,TV-PG,129 min,"Action, Sci-Fi, Comedy",A generic description of the show content.,99.2
s518,Movie,Show Title 518,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 4, 2009",2009,R,105 min,"Drama, Romance",A generic description of the show content.,99.5
s519,Movie,Show Title 519,Director 19,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 1, 2007",2007,TV-PG,154 min,Thriller,A generic description of the show content.,98.0
s520,TV Show,Show Title 520,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 16, 1999",1999,TV-PG,6 Season,Comedy,A generic description of the show content.,59.8
s521,Movie,Show Title 521,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",South Korea,"January 26, 1993",1993,TV-MA,87 min,"Romance, Comedy",A generic description of the show content.,84.9
s522,Movie,Show Title 522,Director 22,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 24, 2012",2012,TV-14,136 min,"Comedy, Drama, Thriller",A generic description of the show content.,100.0
s523,TV Show,Show Title 523,Director 23,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 7, 2020",2018,TV-MA,9 Season,"Documentary, Romance",A generic description of the show content.,100.0
s524,Movie,Show Title 524,Director 24,"Actor 0, Actor 1, Actor 2",United States,"January 17, 2019",2019,R,115 min,"Sci-Fi, Documentary, Comedy",A generic description of the show content.,96.9
s525,Movie,Show Title 525,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 13, 2015",2013,TV-MA,138 min,Sci-Fi,A generic description of the show content.,91.5
s526,TV Show,Show Title 526,Director 26,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 22, 2015",2013,R,10 Season,Action,A generic description of the show content.,84.2
s527,Movie,Show Title 527,Director 27,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 4, 1999",1999,TV-PG,158 min,"Action, Thriller",A generic description of the show content.,88.0
s528,Movie,Show Title 528,Director 28,"Actor 0, Actor 1, Actor 2",United States,"January 16, 1998",1998,PG-13,102 min,Comedy,A generic description of the show content.,75.6
s529,Movie,Show Title 529,Director 29,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 2, 2015",2014,TV-MA,164 min,"Documentary, Sci-Fi",A generic description of the show content.,94.0
s530,Movie,Show Title 530,Director 30,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 26, 2005",2003,PG-13,163 min,"Sci-Fi, Drama",A generic description of the show content.,100.0
s531,Movie,Show Title 531,Director 31,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 2, 2018",2016,PG-13,127 min,"Drama, Documentary, Action",A generic description of the show content.,100.0
s532,TV Show,Show Title 532,Director 32,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 18, 2004",2003,TV-MA,9 Season,Drama,A generic description of the show content.,88.8
s533,Movie,Show Title 533,Director 33,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 22, 2002",2001,R,151 min,"Documentary, Thriller, Drama",A generic description of the show content.,78.4
s534,TV Show,Show Title 534,Director 34,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 18, 2003",2001,R,9 Season,"Documentary, Action",A generic description of the show content.,78.0
s535,TV Show,Show Title 535,Director 35,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",South Korea,"January 27, 2012",2010,TV-14,6 Season,"Sci-Fi, Romance",A generic description of the show content.,100.0
s536,Movie,Show Title 536,Director 36,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 15, 2004",2003,PG-13,128 min,"Romance, Action, Sci-Fi",A generic description of the show content.,88.9
s537,TV Show,Show Title 537,Director 37,"Actor 0, Actor 1",South Korea,"January 10, 1991",1991,TV-MA,9 Season,Action,A generic description of the show content.,61.7
s538,TV Show,Show Title 538,Director 38,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 4, 2007",2007,R,9 Season,"Documentary, Sci-Fi, Romance",A generic description of the show content.,98.6
s539,Movie,Show Title 539,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 26, 2014",2013,PG-13,154 min,Comedy,A generic description of the show content.,95.7
